Rk,Player,Age,Tm,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,GPS,MIN,QS,QS%,RBS,GA%-,GSAA,G,A,PTS,PIM,-9999,Year
78,Tuukka Rask,29,BOS,65,63,37,20,5,137,1610,1473,0.915,2.23,8,9.8,3680,31,0.492,14,98,2.33,0,2,2,0,rasktu01,2017
16,Mike Condon,26,TOT,41,38,19,14,6,96,1122,1026,0.914,2.48,5,6.8,2324,19,0.5,7,99,1.1,0,0,0,4,condomi01,2017
16,Mike Condon,26,OTT,40,38,19,14,6,96,1115,1019,0.914,2.5,5,6.7,2304,19,0.5,7,99,0.49,0,0,0,4,condomi01,2017
62,Curtis McElhinney,33,TOR,14,10,6,7,0,36,418,382,0.914,2.85,1,2.5,759,6,0.6,0,100,0.17,0,0,0,0,mcelhcu01,2017
64,Ryan Miller,36,VAN,54,54,18,29,6,150,1737,1587,0.914,2.8,3,10.3,3212,26,0.481,7,100,0.32,0,1,1,22,millery01,2017
85,Mike Smith,34,ARI,55,55,19,26,9,156,1819,1663,0.914,2.92,3,10.9,3202,27,0.491,7,99,1.42,0,0,0,14,smithmi01,2017
31,Thomas Greiss,31,NYI,51,49,26,18,5,126,1453,1327,0.913,2.69,3,8.6,2813,30,0.612,11,100,-0.26,0,1,1,0,greisth01,2017
42,Carter Hutton,31,STL,30,21,13,8,2,58,663,605,0.913,2.39,4,3.8,1459,11,0.524,3,101,-0.62,0,1,1,4,huttoca01,2017
45,Martin Jones,27,SJS,65,65,35,23,6,152,1725,1573,0.912,2.4,2,9.9,3800,39,0.6,8,102,-2.72,0,0,0,0,jonesma02,2017
65,Al Montoya,31,MTL,19,18,8,6,4,50,569,519,0.912,2.67,2,3.3,1125,12,0.667,2,102,-0.76,0,2,2,2,montoal01,2017
10,Ben Bishop,30,TBL,32,31,16,12,3,77,870,793,0.911,2.55,1,4.9,1813,16,0.516,4,102,-1.71,0,0,0,8,bishobe01,2017
10,Ben Bishop,30,TOT,39,37,18,15,5,94,1040,946,0.91,2.54,1,5.7,2223,19,0.514,6,104,-4,0,0,0,10,bishobe01,2017
25,Brian Elliott,31,CGY,49,45,26,18,3,121,1338,1217,0.91,2.55,2,7.3,2844,26,0.578,4,104,-5.21,0,0,0,4,elliobr01,2017
44,Chad Johnson,30,CGY,36,36,18,15,1,87,969,882,0.91,2.59,3,5.4,2013,18,0.5,7,104,-3.14,0,0,0,0,johnsch02,2017
56,Henrik Lundqvist*,34,NYR,57,55,31,20,4,148,1650,1502,0.91,2.74,2,9.1,3240,32,0.582,8,104,-5.21,0,1,1,0,lundqhe01,2017
58,Jacob Markström,27,VAN,26,23,10,11,3,62,692,630,0.91,2.63,0,3.8,1417,12,0.522,2,104,-2.11,0,0,0,2,marksja02,2017
27,Marc-André Fleury,32,PIT,38,34,18,10,7,107,1181,1074,0.909,3.02,1,6.4,2125,16,0.471,5,105,-4.8,0,0,0,6,fleurma01,2017
22,Louis Domingue,24,ARI,31,26,11,15,1,82,888,806,0.908,3.08,0,4.6,1599,12,0.462,4,107,-5.15,0,0,0,0,dominlo01,2017
60,Steve Mason,28,PHI,58,54,26,21,8,143,1556,1413,0.908,2.66,3,8.2,3225,26,0.481,11,106,-8.34,0,1,1,0,masonst01,2017
83,Cory Schneider,30,NJD,60,59,20,27,11,163,1781,1618,0.908,2.82,2,9.5,3473,27,0.458,7,106,-8.87,0,0,0,0,schneco01,2017
38,Connor Hellebuyck,23,WPG,56,53,26,19,4,146,1572,1426,0.907,2.89,4,8.1,3034,25,0.472,9,107,-9.96,0,0,0,0,helleco01,2017
48,Joonas Korpisalo,22,CBJ,14,13,7,5,1,38,401,363,0.905,2.88,1,2,791,6,0.462,2,110,-3.3,0,0,0,0,korpijo01,2017
94,Cam Ward,32,CAR,61,61,26,22,12,162,1711,1549,0.905,2.69,2,8.5,3618,30,0.492,9,109,-13.93,0,1,1,6,wardca01,2017
46,Anton Khudobin,30,BOS,16,14,7,6,1,39,405,366,0.904,2.64,0,1.9,885,5,0.357,2,111,-3.95,0,1,1,2,khudoan01,2017
74,Calvin Pickard,24,COL,50,48,15,31,2,140,1461,1321,0.904,2.98,2,7.1,2820,21,0.438,11,111,-13.56,0,2,2,2,pickaca01,2017
41,Michael Hutchinson,26,WPG,28,20,9,12,3,67,690,623,0.903,2.92,1,3.2,1378,8,0.4,1,112,-7.29,0,0,0,0,hutchmi01,2017
49,Darcy Kuemper,26,MIN,18,17,8,5,3,55,562,507,0.902,3.13,0,2.6,1053,5,0.294,3,113,-6.36,0,1,1,4,kuempda01,2017
50,Eddie Läck,29,CAR,20,18,8,7,3,48,492,444,0.902,2.64,1,2.3,1090,9,0.5,3,113,-5.42,0,0,0,0,lacked01,2017
53,Kari Lehtonen,33,DAL,59,52,22,25,7,151,1546,1395,0.902,2.85,3,7.1,3177,27,0.519,12,113,-17.21,0,1,1,4,lehtoka01,2017
66,Petr Mrázek,24,DET,50,44,18,21,9,145,1462,1317,0.901,3.04,1,6.5,2858,19,0.432,9,115,-18.48,0,0,0,2,mrazepe01,2017
10,Ben Bishop,30,LAK,7,6,2,3,2,17,170,153,0.9,2.49,0,0.7,410,3,0.5,2,,,0,0,0,2,bishobe01,2017
73,Justin Peters,30,ARI,3,1,0,1,0,7,70,63,0.9,3.16,0,0.3,133,0,0,0,,,0,0,0,0,peterju01,2017
81,David Rittich,24,CGY,1,0,0,0,0,1,10,9,0.9,3,0,0,20,0,,0,,,0,0,0,0,rittida01,2017
13,Peter Budaj,34,TBL,7,4,3,1,0,13,128,115,0.898,2.8,0,0.5,279,1,0.25,0,,,0,0,0,0,budajpe01,2017
92,Semyon Varlamov,28,COL,24,23,6,17,0,76,745,669,0.898,3.38,1,3.1,1348,11,0.478,5,118,-11.53,0,1,1,0,varlasi01,2017
15,Eric Comrie,21,WPG,1,1,1,0,0,4,39,35,0.897,4.05,0,0.2,59,0,0,0,,,0,0,0,0,comrier01,2017
70,Antti Niemi,33,DAL,37,30,12,12,4,95,880,785,0.892,3.3,0,3,1729,14,0.467,7,125,-18.84,0,0,0,0,niemian02,2017
69,Michal Neuvirth,28,PHI,28,24,11,11,1,64,586,522,0.891,2.82,0,1.9,1364,10,0.417,4,126,-13.29,0,0,0,2,neuvimi01,2017
8,Jean-François Bérubé,25,NYI,14,7,3,2,2,30,271,241,0.889,3.42,0,0.8,527,3,0.429,2,,,0,0,0,0,berubje02,2017
72,Ondřej Pavelec,29,WPG,8,8,4,4,0,26,233,207,0.888,3.55,0,0.7,440,2,0.25,2,,,0,0,0,0,pavelon01,2017
84,Jeremy Smith,27,COL,10,8,1,6,1,32,286,254,0.888,3.54,0,0.8,543,3,0.375,3,,,0,0,0,0,smithje02,2017
18,Jared Coreau,25,DET,14,14,5,4,3,41,362,321,0.887,3.46,2,1,712,5,0.357,6,131,-9.67,0,0,0,0,coreaja01,2017
43,Tristan Jarry,21,PIT,1,1,0,1,0,3,25,22,0.88,3.06,0,0,59,0,0,0,,,0,0,0,0,jarrytr01,2017
95,Jeff Zatkoff,29,LAK,13,8,2,7,1,27,223,196,0.879,2.94,0,0.4,550,2,0.25,4,,,0,0,0,0,zatkoje01,2017
34,Jonas Gustavsson,32,EDM,7,5,1,3,1,17,139,122,0.878,3.1,0,0.2,329,2,0.4,3,,,0,0,0,0,gustajo01,2017
7,Reto Berra,30,FLA,7,4,0,5,0,18,145,127,0.876,3.45,0,0.2,313,0,0,2,,,0,0,0,0,berrare01,2017
51,Marek Langhamer,22,ARI,1,0,0,0,0,1,8,7,0.875,3.87,0,0,16,0,,0,,,0,0,0,0,langhma01,2017
26,Jhonas Enroth,28,TOR,6,4,0,3,1,18,141,123,0.872,3.94,0,0.2,274,0,0,0,,,0,0,0,0,enrotjh01,2017
54,Michael Leighton,35,CAR,4,3,2,2,0,12,92,80,0.87,3.42,0,0.1,210,1,0.333,1,,,0,1,1,0,leighmi01,2017
59,Spencer Martin,21,COL,3,3,0,2,1,13,96,83,0.865,4.35,0,0,179,0,0,1,,,0,0,0,0,martisp01,2017
63,Zane McIntyre,24,BOS,8,3,0,4,1,22,155,133,0.858,3.97,0,-0.1,333,0,0,1,,,0,0,0,0,mcintza01,2017
28,Anton Forsberg,24,CBJ,1,1,0,1,0,4,27,23,0.852,4.1,0,0,59,0,0,0,,,0,0,0,0,forsban01,2017
61,Marek Mazanec,25,NSH,4,2,0,2,0,14,87,73,0.839,4.73,0,-0.2,178,0,0,2,,,0,1,1,0,mazanma01,2017
36,Andrew Hammond,28,OTT,6,4,0,2,0,14,86,72,0.837,4.08,0,-0.3,206,1,0.25,3,,,0,0,0,0,hammoan01,2017
17,Pheonix Copley,25,STL,1,1,0,1,0,5,29,24,0.828,5.09,0,-0.1,59,0,0,1,,,0,0,0,0,copleph01,2017
88,Malcolm Subban,23,BOS,1,1,0,1,0,3,16,13,0.813,5.88,0,-0.1,31,0,0,1,,,0,0,0,0,subbama01,2017
23,Chris Driedger,22,OTT,1,0,0,1,0,4,15,11,0.733,6,0,-0.2,40,0,,0,,,0,0,0,0,driedch01,2017
1,Scott Foster,36,CHI,1,0,0,0,0,0,7,7,1,0,0,0.1,14,0,,0,,,0,0,0,0,fostesc01,2018
2,Marek Langhamer,23,ARI,1,0,0,0,0,0,10,10,1,0,0,0.2,29,0,,0,,,0,0,0,0,langhma01,2018
3,Adam Wilcox,25,BUF,1,0,0,1,0,0,14,14,1,0,0,0.2,39,0,,0,,,0,0,0,0,wilcoad01,2018
4,Oscar Dansk,23,VEG,4,3,3,0,0,5,93,88,0.946,1.78,1,0.9,169,3,1,0,,,0,0,0,0,danskos01,2018
5,Kenneth Appleby,22,NJD,3,1,0,1,0,3,55,52,0.945,1.45,0,0.5,124,0,0,0,,,0,0,0,0,appleke01,2018
6,Andrew Hammond,29,COL,1,1,0,1,0,2,33,31,0.939,2.06,0,0.3,58,1,1,0,,,0,0,0,0,hammoan01,2018
7,Linus Ullmark,24,BUF,5,3,1,2,0,8,123,115,0.935,2,0,1,240,2,0.667,0,,,0,0,0,0,ullmali01,2018
8,Curtis McElhinney,34,TOR,18,15,11,5,1,35,528,493,0.934,2.14,3,4.2,979,8,0.533,1,76,11.34,0,1,1,0,mcelhcu01,2018
9,Carter Hutton,32,STL,32,26,17,7,3,56,810,754,0.931,2.09,3,6.2,1610,19,0.731,2,79,15.09,0,0,0,2,huttoca01,2018
10,Antti Raanta,28,ARI,47,46,21,17,6,97,1388,1291,0.93,2.24,3,10.4,2599,32,0.696,6,80,24.82,0,0,0,0,raantan01,2018
11,Corey Crawford,33,CHI,28,27,16,9,2,60,842,782,0.929,2.27,2,6.2,1584,17,0.63,3,81,13.9,0,0,0,0,crawfco01,2018
12,Roberto Luongo*,38,FLA,35,33,18,11,2,81,1143,1062,0.929,2.47,3,8.5,1966,22,0.667,3,81,19.32,0,2,2,0,luongro01,2018
13,Ryan Miller,37,ANA,28,21,12,6,6,53,739,686,0.928,2.35,4,5.4,1353,13,0.619,3,82,11.86,0,0,0,0,millery01,2018
14,Marc-André Fleury,33,VEG,46,46,29,13,4,100,1376,1276,0.927,2.24,4,9.9,2673,31,0.674,4,83,20.77,0,1,1,6,fleurma01,2018
15,Pekka Rinne,35,NSH,59,59,42,13,4,134,1840,1706,0.927,2.31,8,13.2,3475,40,0.678,5,83,27.49,0,1,1,6,rinnepe01,2018
16,Reto Berra,31,ANA,5,1,1,1,0,7,95,88,0.926,2.31,0,0.7,182,1,1,0,,,0,0,0,0,berrare01,2018
17,John Gibson,24,ANA,60,60,31,18,7,139,1872,1733,0.926,2.43,4,13.2,3428,39,0.65,4,85,25.3,0,1,1,16,gibsojo02,2018
18,Juuse Saros,22,NSH,26,23,11,5,7,61,810,749,0.925,2.45,3,5.6,1497,14,0.609,2,86,10.09,0,3,3,0,sarosju01,2018
19,Jack Campbell,26,LAK,5,4,2,0,2,11,145,134,0.924,2.48,0,1,267,2,0.5,0,,,0,0,0,0,campbja01,2018
20,Connor Hellebuyck,24,WPG,67,64,44,11,9,156,2048,1892,0.924,2.36,6,14,3966,39,0.609,6,87,23.75,0,2,2,0,helleco01,2018
21,Philipp Grubauer,26,WSH,35,28,15,10,3,73,953,880,0.923,2.35,3,6.5,1865,19,0.679,3,87,10.64,0,1,1,0,grubaph01,2018
22,Sergei Bobrovsky,29,CBJ,65,65,37,22,6,158,1993,1835,0.921,2.42,5,12.9,3912,38,0.585,10,90,16.92,0,3,3,0,bobrose01,2018
23,Casey DeSmith,26,PIT,14,11,6,4,1,28,356,328,0.921,2.4,1,2.3,700,7,0.636,1,90,3.25,0,0,0,2,desmica01,2018
24,Jonathan Quick,32,LAK,64,63,33,28,3,147,1867,1720,0.921,2.4,5,12.2,3677,37,0.587,7,90,16.86,0,4,4,10,quickjo01,2018
25,Darcy Kuemper,27,TOT,29,25,12,7,5,67,833,766,0.92,2.52,4,5.3,1596,12,0.48,3,92,6.11,0,1,1,0,kuempda01,2018
26,Semyon Varlamov,29,COL,51,47,24,16,6,128,1595,1467,0.92,2.68,2,10.2,2861,28,0.596,5,91,11.99,0,0,0,2,varlasi01,2018
27,Andrei Vasilevskiy,23,TBL,65,64,44,17,3,167,2075,1908,0.92,2.62,8,13.2,3825,36,0.563,8,92,15.12,0,2,2,14,vasilan02,2018
28,Frederik Andersen,28,TOR,66,66,38,21,5,182,2211,2029,0.918,2.81,5,13.6,3889,37,0.561,8,94,12.06,0,1,1,2,anderfr01,2018
29,Devan Dubnyk,31,MIN,60,59,35,16,7,145,1769,1624,0.918,2.52,5,11,3450,36,0.61,8,93,10.26,0,3,3,12,dubnyde01,2018
30,Alexandar Georgiev,21,NYR,10,9,4,4,1,27,331,304,0.918,3.15,0,2.1,515,5,0.556,1,93,2.05,0,0,0,0,georgal01,2018
31,Tuukka Rask,30,BOS,54,53,34,14,5,125,1513,1388,0.917,2.36,3,9.3,3173,30,0.566,6,94,7.79,0,2,2,4,rasktu01,2018
32,Ben Bishop,31,DAL,53,51,26,17,5,120,1437,1317,0.916,2.49,5,8.7,2887,27,0.529,8,95,6.12,0,1,1,4,bishobe01,2018
33,Mike Smith,35,CGY,55,55,25,22,6,141,1686,1545,0.916,2.65,3,10.2,3191,32,0.582,9,95,6.98,0,2,2,8,smithmi01,2018
34,Martin Jones,28,SJS,60,60,30,22,6,145,1699,1554,0.915,2.55,4,9.9,3416,36,0.6,9,97,4.12,0,0,0,2,jonesma02,2018
35,Henrik Lundqvist*,35,NYR,63,61,26,26,7,174,2036,1862,0.915,2.98,2,11.9,3503,32,0.525,9,97,4.7,0,1,1,0,lundqhe01,2018
36,Michal Neuvirth,29,PHI,22,18,9,7,3,45,530,485,0.915,2.6,1,3.1,1039,10,0.556,5,97,1.52,0,1,1,0,neuvimi01,2018
37,Aaron Dell,28,SJS,29,22,15,5,4,67,775,708,0.914,2.64,2,4.4,1522,11,0.5,4,98,1.02,0,1,1,0,dellaa01,2018
38,Jonathan Bernier,29,COL,37,34,19,13,3,95,1092,997,0.913,2.85,2,6.2,2001,18,0.529,5,99,0.84,0,1,1,0,bernijo01,2018
39,Anton Khudobin,31,BOS,31,29,16,6,7,76,876,800,0.913,2.56,1,5,1781,16,0.552,4,99,0.89,0,2,2,2,khudoan01,2018
40,Keith Kinkaid,28,NJD,41,38,26,10,3,106,1214,1108,0.913,2.77,1,6.8,2298,19,0.5,4,99,0.55,0,2,2,2,kinkake01,2018
41,James Reimer,29,FLA,44,42,22,14,6,120,1373,1253,0.913,2.99,4,7.7,2411,22,0.524,8,100,0.51,0,1,1,4,reimeja01,2018
42,Kari Lehtonen,34,DAL,37,30,15,14,3,83,946,863,0.912,2.56,1,5.3,1944,19,0.633,7,100,0.03,0,0,0,4,lehtoka01,2018
43,Jacob Markström,28,VAN,60,57,23,26,7,154,1745,1591,0.912,2.71,2,9.6,3414,29,0.509,8,101,-0.84,0,3,3,4,marksja02,2018
44,Antti Niemi,34,TOT,24,20,7,9,4,63,710,647,0.911,3.12,1,3.9,1213,12,0.6,4,101,-0.68,0,1,1,0,niemian02,2018
45,Harri Säteri,28,FLA,9,7,4,4,0,24,271,247,0.911,2.92,0,1.5,493,5,0.714,0,,,0,0,0,0,saterha01,2018
46,Jimmy Howard,33,DET,60,57,22,27,9,160,1770,1610,0.91,2.85,1,9.4,3368,28,0.491,6,103,-4.65,0,1,1,10,howarja02,2018
47,Ondřej Pavelec,30,NYR,19,12,4,9,1,46,510,464,0.91,3.05,1,2.7,904,5,0.417,3,103,-1.24,0,0,0,2,pavelon01,2018
48,Alex Stalock,30,MIN,28,23,10,10,4,71,787,716,0.91,2.85,1,4.2,1495,13,0.565,3,103,-1.93,0,0,0,0,staloal01,2018
49,Malcolm Subban,24,VEG,22,19,13,4,2,55,614,559,0.91,2.68,0,3.3,1230,8,0.421,2,102,-1.11,0,0,0,2,subbama01,2018
50,Brian Elliott,32,PHI,43,42,23,11,7,112,1228,1116,0.909,2.66,1,6.4,2522,20,0.476,6,104,-4.22,0,1,1,2,elliobr01,2018
51,Anton Forsberg,25,CHI,35,30,10,16,4,85,921,836,0.908,2.97,0,4.7,1715,14,0.467,7,105,-4.17,0,1,1,0,forsban01,2018
52,Christopher Gibson,25,NYI,8,8,2,3,2,26,284,258,0.908,3.65,0,1.5,427,5,0.625,3,,,0,0,0,0,gibsoch01,2018
53,Jaroslav Halák,32,NYI,54,49,20,26,6,161,1744,1583,0.908,3.19,1,8.9,3024,22,0.449,8,105,-7.93,0,0,0,4,halakja01,2018
54,Tristan Jarry,22,PIT,26,23,14,6,2,63,687,624,0.908,2.77,2,3.5,1364,14,0.609,4,104,-2.7,0,2,2,4,jarrytr01,2018
55,Robin Lehner,26,BUF,53,50,14,26,9,143,1560,1417,0.908,3.01,3,8,2852,24,0.48,8,104,-6.08,0,0,0,2,lehnero01,2018
56,Charlie Lindgren,24,MTL,14,14,4,8,2,42,457,415,0.908,3.03,2,2.3,833,9,0.643,5,105,-1.89,0,0,0,2,lindgch01,2018
57,Cam Talbot,30,EDM,67,67,31,31,3,188,2036,1848,0.908,3.02,1,10.3,3730,32,0.478,11,105,-9.3,0,1,1,8,talboca01,2018
58,Braden Holtby,28,WSH,54,54,34,16,4,153,1648,1495,0.907,2.99,0,8.3,3068,30,0.556,9,106,-8.36,0,0,0,2,holtbbr01,2018
59,Michael Hutchinson,27,WPG,3,3,2,1,0,7,75,68,0.907,3.26,0,0.4,129,2,0.667,1,,,0,1,1,0,hutchmi01,2018
60,Matt Murray,23,PIT,49,45,27,16,3,133,1423,1290,0.907,2.92,1,7,2733,19,0.422,6,106,-8.11,0,1,1,2,murrama02,2018
61,Cory Schneider,31,NJD,40,40,17,16,6,114,1228,1114,0.907,2.93,1,6.2,2332,19,0.475,7,106,-6.22,0,0,0,0,schneco01,2018
62,Jake Allen,27,STL,59,56,27,25,3,152,1614,1462,0.906,2.75,1,7.9,3317,27,0.482,8,107,-10.34,0,1,1,0,allenja01,2018
63,Steve Mason,29,WPG,13,12,5,6,1,37,392,355,0.906,3.24,1,1.9,685,5,0.417,3,108,-2.59,0,1,1,0,masonst01,2018
64,Cam Ward,33,CAR,43,42,23,14,4,112,1187,1075,0.906,2.73,2,5.8,2459,21,0.5,10,108,-7.82,0,0,0,14,wardca01,2018
65,Alex Lyon,25,PHI,11,7,4,2,1,22,232,210,0.905,2.75,0,1.1,480,3,0.429,2,,,0,0,0,0,lyonal01,2018
66,David Rittich,25,CGY,21,16,8,6,3,49,512,463,0.904,2.92,0,2.4,1008,10,0.625,3,109,-4.06,0,0,0,14,rittida01,2018
67,Mike Condon,27,OTT,31,26,5,17,5,88,898,810,0.902,3.25,0,4,1626,13,0.5,6,112,-9.18,0,2,2,0,condomi01,2018
68,Petr Mrázek,25,TOT,39,33,14,13,6,106,1080,974,0.902,3.03,4,4.8,2097,11,0.333,8,112,-11.21,0,0,0,0,mrazepe01,2018
69,Anders Nilsson,27,VAN,27,24,7,14,4,84,850,766,0.901,3.44,2,3.7,1464,8,0.333,5,113,-9.4,0,1,1,0,nilssan01,2018
70,Mike McKenna,34,DAL,2,1,1,1,0,5,50,45,0.9,2.96,0,0.2,101,0,0,1,,,0,0,0,0,mckenmi01,2018
71,Carey Price,30,MTL,49,48,16,26,7,148,1487,1339,0.9,3.11,1,6.4,2855,21,0.438,10,113,-17.49,0,0,0,0,priceca01,2018
72,Craig Anderson,36,OTT,58,55,23,25,6,180,1768,1588,0.898,3.32,2,7.2,3251,25,0.455,11,116,-24.83,0,0,0,2,andercr01,2018
73,Jeff Glass,32,CHI,15,13,3,7,3,46,452,406,0.898,3.36,0,1.8,821,5,0.385,2,116,-6.33,0,0,0,2,glassje01,2018
74,Joonas Korpisalo,23,CBJ,18,17,8,8,1,58,564,506,0.897,3.32,0,2.2,1049,7,0.412,3,117,-8.5,0,0,0,0,korpijo01,2018
75,Jon Gillies,24,CGY,11,9,3,5,1,29,280,251,0.896,2.88,0,1.1,605,5,0.556,2,,,0,0,0,2,gillijo01,2018
76,Jean-François Bérubé,26,CHI,13,10,3,6,1,42,398,356,0.894,3.78,0,1.4,667,3,0.3,3,120,-7.07,0,0,0,0,berubje02,2018
77,Louis Domingue,25,TOT,19,16,7,9,1,61,578,517,0.894,3.41,0,2.1,1074,6,0.375,3,120,-10.27,0,0,0,2,dominlo01,2018
78,Al Montoya,32,TOT,13,8,4,3,2,37,346,309,0.893,3.21,0,1.2,692,1,0.125,2,122,-6.63,0,2,2,0,montoal01,2018
79,Scott Wedgewood,25,ARI,20,17,5,9,4,63,587,524,0.893,3.45,1,2,1097,7,0.412,4,122,-11.48,0,0,0,2,wedgesc01,2018
80,Thomas Greiss,32,NYI,27,25,13,8,2,95,879,784,0.892,3.82,1,3,1492,9,0.36,7,123,-17.85,0,0,0,0,greisth01,2018
81,Adin Hill,21,ARI,4,4,1,3,0,14,129,115,0.891,3.49,0,0.4,241,2,0.5,1,,,0,0,0,0,hillad01,2018
82,Chad Johnson,31,BUF,36,29,10,16,3,105,962,857,0.891,3.55,0,3.1,1774,12,0.414,6,124,-20.57,0,0,0,0,johnsch02,2018
83,Collin Delia,23,CHI,2,2,1,1,0,7,63,56,0.889,3.96,0,0.2,106,1,0.5,0,,,0,0,0,2,deliaco01,2018
84,Scott Darling,29,CAR,43,40,13,21,7,131,1171,1040,0.888,3.18,0,3.5,2475,14,0.35,7,127,-28.22,0,0,0,2,darlisc01,2018
85,Laurent Brossoit,24,EDM,14,10,3,7,1,40,343,303,0.883,3.24,0,0.8,740,5,0.5,2,133,-9.9,0,1,1,0,brossla01,2018
86,Daniel Taylor,31,OTT,1,1,0,1,0,4,34,30,0.882,4.1,0,0.1,58,0,0,0,,,0,0,0,0,tayloda02,2018
87,Peter Budaj,35,TBL,8,7,3,3,1,27,217,190,0.876,3.76,0,0.3,430,2,0.286,1,,,0,0,0,0,budajpe01,2018
88,Eric Comrie,22,WPG,3,3,1,2,0,12,94,82,0.872,3.99,0,0.1,180,1,0.333,0,,,0,0,0,0,comrier01,2018
89,Eddie Läck,30,TOT,8,5,2,4,0,23,177,154,0.87,4.02,0,0.2,343,1,0.2,2,,,0,0,0,0,lacked01,2018
90,Jared Coreau,26,DET,7,7,0,5,1,27,203,176,0.867,4.26,0,0.1,380,1,0.143,2,,,0,0,0,0,coreaja01,2018
91,Thatcher Demko,22,VAN,1,1,1,0,0,4,30,26,0.867,3.91,0,0,61,0,0,0,,,0,0,0,0,demkoth01,2018
92,Maxime Lagace,25,VEG,16,14,6,7,1,57,430,373,0.867,3.92,0,0.3,874,5,0.357,3,151,-19.26,0,0,0,0,lagacma01,2018
93,Calvin Pickard,25,TOR,1,1,0,0,1,4,28,24,0.857,3.83,0,0,63,0,0,0,,,0,0,0,0,pickaca01,2018
94,Brandon Halverson,21,NYR,1,0,0,0,0,1,6,5,0.833,4.78,0,0,13,0,,0,,,0,0,0,0,halvebr01,2018
95,Dylan Ferguson,19,VEG,1,0,0,0,0,1,2,1,0.5,6.5,0,-0.1,9,0,,0,,,0,0,0,0,fergudy01,2018
1,Landon Bow,23,DAL,2,0,0,0,0,1,19,18,0.947,1.03,0,0.2,58,0,,0,,,0,0,0,0,bowla01,2019
2,Pavel Francouz,28,COL,2,0,0,2,0,2,35,33,0.943,1.96,0,0.3,61,0,,0,,,0,0,0,0,francpa01,2019
3,Christopher Gibson,26,NYI,2,0,0,0,0,1,17,16,0.941,1.5,0,0.2,40,0,,0,,,0,0,0,0,gibsoch01,2019
4,Ben Bishop,32,DAL,46,45,27,15,2,87,1323,1236,0.934,1.98,7,10.8,2637,31,0.689,1,73,32.24,0,2,2,2,bishobe01,2019
5,Robin Lehner,27,NYI,46,43,25,13,5,93,1323,1230,0.93,2.13,6,10.2,2616,26,0.605,4,78,26.24,0,1,1,0,lehnero01,2019
6,Kevin Boyle,26,ANA,5,4,1,3,0,10,139,129,0.928,2.17,1,1,277,2,0.5,0,,,0,0,0,0,boyleke01,2019
7,Jack Campbell,27,LAK,31,25,10,14,1,61,845,784,0.928,2.3,2,6.3,1593,16,0.64,3,80,15.16,0,1,1,0,campbja01,2019
8,Jordan Binnington,25,STL,32,30,24,5,1,59,807,748,0.927,1.89,5,6,1876,20,0.667,1,81,13.74,0,0,0,0,binnijo01,2019
9,Thomas Greiss,33,NYI,43,39,23,14,2,87,1185,1098,0.927,2.28,5,8.7,2294,25,0.641,7,81,19.81,0,1,1,4,greisth01,2019
10,Laurent Brossoit,25,WPG,21,19,13,6,2,49,652,603,0.925,2.52,1,4.7,1165,12,0.632,2,83,9.77,0,0,0,0,brossla01,2019
11,Darcy Kuemper,28,ARI,55,55,27,20,8,126,1677,1551,0.925,2.33,5,12,3251,36,0.655,6,83,25.06,0,2,2,14,kuempda01,2019
12,Andrei Vasilevskiy,24,TBL,53,53,39,10,4,128,1713,1585,0.925,2.4,6,12.4,3204,34,0.642,7,83,26.4,0,3,3,6,vasilan02,2019
13,Calvin Petersen,24,LAK,11,10,5,4,1,27,355,328,0.924,2.61,1,2.5,622,6,0.6,1,84,5,0,0,0,0,peterca01,2019
14,Anton Khudobin,32,DAL,41,37,16,17,5,95,1232,1137,0.923,2.57,2,8.6,2220,23,0.622,3,86,16.04,0,0,0,2,khudoan01,2019
15,Alex Nedeljkovic,23,CAR,1,1,1,0,0,2,26,24,0.923,2,0,0.2,60,1,1,0,,,0,0,0,0,nedelal01,2019
16,Jaroslav Halák,33,BOS,40,37,22,11,4,90,1158,1068,0.922,2.34,5,8,2308,22,0.595,4,86,14.37,0,4,4,0,halakja01,2019
17,Matt Murray,24,PIT,50,50,29,14,6,129,1594,1465,0.919,2.69,4,10.4,2880,29,0.58,10,90,14.67,0,0,0,4,murrama02,2019
18,Mackenzie Blackwood,22,NJD,23,21,10,10,0,55,669,614,0.918,2.61,2,4.3,1264,14,0.667,4,91,5.3,0,0,0,0,blackma01,2019
19,Carey Price,31,MTL,66,64,35,24,6,161,1952,1791,0.918,2.49,4,12.5,3880,37,0.578,6,92,14.94,0,1,1,2,priceca01,2019
20,Pekka Rinne,36,NSH,56,55,30,19,4,130,1581,1451,0.918,2.42,4,10.1,3220,30,0.545,7,91,12.5,0,0,0,4,rinnepe01,2019
21,Frederik Andersen,29,TOR,60,60,36,16,7,162,1958,1796,0.917,2.77,1,12.5,3510,38,0.633,7,92,14.48,0,1,1,2,anderfr01,2019
22,John Gibson,25,ANA,58,57,26,22,8,153,1838,1685,0.917,2.84,2,11.6,3233,34,0.596,8,92,12.66,0,0,0,2,gibsojo02,2019
23,Philipp Grubauer,27,COL,37,33,18,9,5,89,1071,982,0.917,2.64,3,6.8,2021,20,0.606,5,92,7.53,0,0,0,0,grubaph01,2019
