Rk,Player,Age,Tm,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,GPS,MIN,QS,QS%,RBS,GA%-,GSAA,G,A,PTS,PIM,-9999,Year
74,Pascal Leclaire,27,OTT,34,31,12,14,2,93,822,729,0.887,3.2,0,2.6,1745,14,0.452,9,128,-20.06,0,0,0,2,leclapa01,2010
75,Vesa Toskala,32,TOT,32,26,9,12,3,93,773,680,0.88,3.48,1,1.8,1605,9,0.346,8,136,-24.41,0,0,0,4,toskave01,2010
76,Matt Zaba,26,NYR,1,0,0,0,0,2,16,14,0.875,3.56,0,0,34,0,,0,,,0,0,0,0,zabama01,2010
77,Matt Climie,26,DAL,1,1,0,1,0,5,38,33,0.868,5,0,0,60,0,0,0,,,0,0,0,0,climima01,2010
78,Wade Dubielewicz,31,MIN,3,1,1,1,0,5,34,29,0.853,2.98,0,0,101,0,0,1,,,0,0,0,0,dubiewa01,2010
79,Steve Valiquette,32,NYR,6,5,2,3,0,19,128,109,0.852,3.74,1,-0.1,305,2,0.4,2,,,0,0,0,0,valiqst01,2010
80,Alexander Salák,23,FLA,2,0,0,1,0,6,40,34,0.85,5.41,0,0,67,0,,0,,,0,0,0,0,salakal01,2010
81,Dustin Tokarski,20,TBL,2,0,0,0,0,3,16,13,0.813,4.06,0,-0.1,44,0,,0,,,0,0,0,0,tokardu01,2010
82,Jeremy Duchesne,23,PHI,1,0,0,0,0,1,4,3,0.75,3.59,0,-0.1,17,0,,0,,,0,0,0,0,ducheje01,2010
83,John Curry,25,PIT,1,1,0,1,0,5,14,9,0.643,12.25,0,-0.4,24,0,0,1,,,0,0,0,0,curryjo01,2010
1,Richard Bachman,23,DAL,1,0,0,0,0,0,4,4,1,0,0,0.1,10,0,,0,,,0,0,0,0,bachmri01,2011
2,Alex Stalock,23,SJS,1,0,1,0,0,0,9,9,1,0,0,0.1,30,0,,0,,,0,0,0,0,staloal01,2011
3,Cédrick Desjardins,25,TBL,2,2,2,0,0,2,63,61,0.968,1,0,0.8,120,2,1,0,,,0,0,0,0,desjace01,2011
4,Martin Gerber,36,EDM,3,3,3,0,0,4,95,91,0.958,1.3,0,1.1,185,3,1,0,,,0,1,1,0,gerbema01,2011
5,Anton Khudobin,24,MIN,4,3,2,1,0,5,86,81,0.942,1.59,1,0.8,189,2,0.667,1,,,0,0,0,0,khudoan01,2011
6,Matt Climie,27,PHX,1,0,0,0,0,1,16,15,0.938,1.85,0,0.1,32,0,,0,,,0,0,0,0,climima01,2011
7,Tim Thomas,36,BOS,57,55,35,11,9,112,1811,1699,0.938,2,9,16.2,3364,41,0.745,3,71,45.77,0,3,3,13,thomati01,2011
8,Braden Holtby,21,WSH,14,12,10,2,2,22,332,310,0.934,1.79,2,2.8,736,8,0.667,2,76,6.92,0,1,1,0,holtbbr01,2011
9,Pekka Rinne,28,NSH,64,64,33,22,9,134,1905,1771,0.93,2.12,6,15.1,3789,43,0.672,8,81,31.96,0,0,0,12,rinnepe01,2011
10,Cory Schneider,24,VAN,25,22,16,4,2,51,714,663,0.929,2.23,1,5.6,1372,15,0.682,3,82,11.2,0,3,3,0,schneco01,2011
11,Roberto Luongo*,31,VAN,60,60,38,15,7,126,1753,1627,0.928,2.11,4,13.6,3590,40,0.667,4,83,26.71,0,3,3,2,luongro01,2011
12,Ray Emery,28,ANA,10,9,7,2,0,20,272,252,0.926,2.28,0,2.1,527,5,0.556,0,,,0,0,0,0,emeryra01,2011
13,Jonas Hiller,28,ANA,49,46,26,16,3,114,1493,1379,0.924,2.56,5,10.8,2672,26,0.565,5,88,16.06,0,1,1,0,hillejo01,2011
14,Kevin Poulin,20,NYI,10,7,4,2,1,20,262,242,0.924,2.44,0,1.9,491,5,0.714,1,,,0,0,0,0,poulike01,2011
15,Semyon Varlamov,22,WSH,27,25,11,9,5,58,759,701,0.924,2.23,2,5.5,1560,18,0.72,2,88,8.12,0,0,0,2,varlasi01,2011
16,Martin Biron,33,NYR,17,15,8,6,0,33,426,393,0.923,2.13,0,3,928,10,0.667,1,89,4.11,0,0,0,0,bironma01,2011
17,Henrik Lundqvist*,28,NYR,68,67,36,27,5,152,1965,1813,0.923,2.28,11,14,4007,36,0.537,9,89,19.18,0,4,4,6,lundqhe01,2011
18,Carey Price,23,MTL,72,70,38,28,6,165,2147,1982,0.923,2.35,8,15.4,4206,42,0.6,9,88,22.04,0,2,2,13,priceca01,2011
19,Cam Ward,26,CAR,74,73,37,26,10,184,2375,2191,0.923,2.56,4,16.8,4318,43,0.589,8,89,22.9,0,1,1,0,wardca01,2011
20,Brent Johnson,33,PIT,23,20,13,5,3,47,604,557,0.922,2.17,1,4.3,1297,15,0.75,4,89,5.62,0,1,1,24,johnsbr02,2011
21,Tomáš Vokoun,34,FLA,57,57,22,28,5,137,1753,1616,0.922,2.55,6,12.3,3224,31,0.544,8,90,15.71,0,1,1,2,vokouto01,2011
22,Ilya Bryzgalov,30,PHX,68,67,36,20,10,168,2125,1957,0.921,2.48,7,14.7,4060,40,0.597,6,91,17.12,0,0,0,2,bryzgil01,2011
23,Al Montoya,25,NYI,20,18,9,5,5,46,585,539,0.921,2.39,1,4.1,1154,13,0.722,0,90,4.96,0,1,1,2,montoal01,2011
24,James Reimer,22,TOR,37,35,20,10,5,90,1134,1044,0.921,2.6,3,7.8,2080,21,0.6,4,91,8.79,0,1,1,2,reimeja01,2011
25,Antti Niemi,27,SJS,60,60,35,18,6,140,1741,1601,0.92,2.38,6,11.7,3524,37,0.617,6,92,11.67,0,1,1,2,niemian02,2011
26,Marc-André Fleury,26,PIT,65,62,36,20,5,143,1742,1599,0.918,2.32,3,11.4,3695,37,0.597,10,94,8.76,0,1,1,10,fleurma01,2011
27,Jonathan Quick,25,LAK,61,60,35,22,3,134,1631,1497,0.918,2.24,6,10.7,3591,37,0.617,7,94,8.09,0,2,2,0,quickjo01,2011
28,Tuukka Rask,23,BOS,29,27,11,14,2,71,866,795,0.918,2.67,2,5.7,1594,16,0.593,4,94,4.44,0,0,0,2,rasktu01,2011
29,Corey Crawford,26,CHI,57,55,33,18,6,128,1545,1417,0.917,2.3,4,10,3337,34,0.618,6,95,6.59,0,1,1,2,crawfco01,2011
30,Joey MacDonald,30,DET,15,9,5,5,3,31,372,341,0.917,2.58,1,2.4,721,3,0.333,2,96,1.41,0,0,0,0,macdojo01,2011
31,Niklas Bäckström,32,MIN,51,50,22,23,5,132,1566,1434,0.916,2.66,3,9.8,2978,29,0.58,9,97,4.42,0,1,1,2,backsni01,2011
32,Brian Boucher,34,PHI,34,29,18,10,4,76,902,826,0.916,2.42,0,5.7,1885,17,0.586,3,97,2.58,0,0,0,0,bouchbr01,2011
33,Devan Dubnyk,24,EDM,35,33,12,13,8,93,1103,1010,0.916,2.71,2,6.9,2061,18,0.545,6,97,3.09,0,0,0,2,dubnyde01,2011
34,Ryan Miller,30,BUF,66,65,34,22,8,165,1964,1799,0.916,2.59,5,12.4,3829,39,0.6,9,96,6.1,0,2,2,6,millery01,2011
35,José Théodore,34,MIN,32,29,15,11,3,81,963,882,0.916,2.71,1,6.1,1793,16,0.552,2,97,2.89,0,0,0,2,theodjo01,2011
36,Sergei Bobrovsky,22,PHI,54,52,28,13,8,130,1527,1397,0.915,2.59,0,9.4,3017,34,0.654,6,98,3.03,0,2,2,2,bobrose01,2011
37,Anders Lindbäck,22,NSH,22,18,11,5,2,49,576,527,0.915,2.6,2,3.6,1131,12,0.667,2,98,1.18,0,0,0,0,lindban01,2011
38,Alex Auld,30,MTL,16,12,6,2,2,33,383,350,0.914,2.64,0,2.3,749,6,0.5,2,99,0.37,0,1,1,2,auldal01,2011
39,Kari Lehtonen,27,DAL,69,68,34,24,11,175,2043,1868,0.914,2.55,3,12.5,4119,38,0.559,8,98,2.98,0,6,6,6,lehtoka01,2011
40,Michal Neuvirth,22,WSH,48,44,27,12,4,110,1283,1173,0.914,2.45,4,7.8,2689,21,0.477,4,98,1.77,0,0,0,0,neuvimi01,2011
41,Ondřej Pavelec,23,ATL,58,54,21,23,9,147,1705,1558,0.914,2.73,4,10.3,3225,26,0.481,8,99,1.53,0,0,0,4,pavelon01,2011
42,Dwayne Roloson,41,TOT,54,54,24,25,5,138,1596,1458,0.914,2.59,4,9.6,3199,30,0.556,8,99,1.04,0,2,2,8,rolosdw01,2011
43,Craig Anderson,29,TOT,51,49,24,20,4,135,1546,1411,0.913,2.83,2,9.2,2865,29,0.592,10,100,-0.32,0,1,1,4,andercr01,2011
44,Jonathan Bernier,22,LAK,25,22,11,8,3,57,652,595,0.913,2.48,3,3.9,1378,14,0.636,5,100,-0.2,0,0,0,0,bernijo01,2011
45,Johan Hedberg,37,NJD,34,27,15,12,2,68,777,709,0.912,2.38,3,4.6,1717,17,0.63,4,100,-0.31,0,1,1,4,hedbejo01,2011
46,Scott Clemmensen,33,FLA,31,25,8,11,7,74,833,759,0.911,2.62,1,4.8,1696,10,0.4,4,102,-1.43,0,1,1,2,clemmsc01,2011
47,Jaroslav Halák,25,STL,57,57,27,21,7,136,1518,1382,0.91,2.48,7,8.6,3294,32,0.561,7,103,-3.76,0,0,0,6,halakja01,2011
48,Andrew Raycroft,30,DAL,19,14,8,5,0,40,446,406,0.91,2.83,2,2.5,847,7,0.5,4,103,-1.15,0,0,0,0,raycran01,2011
49,Jason LaBarbera,31,PHX,17,15,7,6,3,48,529,481,0.909,3.26,2,2.9,883,10,0.667,3,104,-1.92,0,0,0,2,labarja01,2011
50,Jimmy Howard,26,DET,63,63,37,17,5,168,1830,1662,0.908,2.79,2,9.9,3615,30,0.476,8,105,-8.58,0,1,1,4,howarja02,2011
51,Henrik Karlsson,27,CGY,17,11,4,5,6,36,391,355,0.908,2.58,0,2.1,838,6,0.545,3,106,-1.94,0,0,0,0,karlshe01,2011
52,Pascal Leclaire,28,OTT,14,13,4,7,1,36,391,355,0.908,2.83,0,2.1,763,8,0.615,1,106,-1.94,0,0,0,0,leclapa01,2011
53,Jhonas Enroth,22,BUF,14,13,9,2,2,35,377,342,0.907,2.73,1,2,769,7,0.538,2,107,-2.16,0,0,0,0,enrotjh01,2011
54,Miikka Kiprusoff,34,CGY,71,71,37,24,6,182,1935,1753,0.906,2.63,6,10,4156,39,0.549,14,108,-13.43,0,1,1,2,kiprumi01,2011
55,Martin Brodeur*,38,NJD,56,54,23,26,3,127,1313,1186,0.903,2.45,6,6.3,3116,28,0.519,9,111,-12.62,0,2,2,2,brodema01,2011
56,Chris Osgood,38,DET,11,10,5,3,2,29,298,269,0.903,2.77,0,1.4,629,5,0.5,2,,,0,0,0,4,osgooch01,2011
57,Mathieu Garon,33,CBJ,36,29,10,14,6,88,887,799,0.901,2.72,3,4,1938,10,0.345,5,114,-10.73,0,1,1,2,garonma01,2011
58,Steve Mason,22,CBJ,54,53,24,21,7,153,1541,1388,0.901,3.03,3,7,3027,25,0.472,14,114,-18.75,0,1,1,2,masonst01,2011
59,Jean-Sébastien Giguère,33,TOR,33,26,11,11,4,78,777,699,0.9,2.87,0,3.4,1633,13,0.5,3,115,-10.31,0,0,0,4,gigueje01,2011
60,Ben Bishop,24,STL,7,5,3,4,0,17,168,151,0.899,2.77,1,0.7,369,2,0.4,3,,,0,0,0,0,bishobe01,2011
61,Mike Smith,28,TBL,22,20,13,6,1,58,576,518,0.899,2.89,1,2.5,1202,10,0.5,5,116,-7.82,0,1,1,2,smithmi01,2011
62,Dan Ellis,30,TOT,44,37,21,10,7,111,1089,978,0.898,2.77,2,4.6,2408,16,0.432,10,117,-16.13,0,1,1,0,ellisda01,2011
63,Curtis McElhinney,27,TOT,28,22,9,13,1,74,721,647,0.897,3.18,2,3,1395,9,0.409,7,118,-11.19,0,1,1,0,mcelhcu01,2011
64,Marty Turco,35,CHI,29,27,11,11,3,82,799,717,0.897,3.02,1,3.3,1631,10,0.37,5,118,-12.39,0,0,0,6,turcoma01,2011
65,Antero Niittymäki,30,SJS,24,22,12,7,3,64,615,551,0.896,2.71,0,2.4,1414,11,0.5,5,119,-10.42,0,0,0,2,niittan01,2011
66,Peter Budaj,28,COL,45,39,15,21,4,130,1234,1104,0.895,3.2,1,4.7,2439,13,0.333,7,121,-22.5,0,1,1,6,budajpe01,2011
67,Brian Elliott,25,TOT,55,51,15,27,9,166,1551,1385,0.893,3.34,3,5.6,2983,17,0.333,15,123,-30.88,0,0,0,0,elliobr01,2011
68,Nathan Lawson,27,NYI,10,7,1,4,2,26,243,217,0.893,4.06,0,0.9,384,3,0.429,2,,,0,0,0,0,lawsona01,2011
69,Mike McKenna,27,NJD,2,1,0,1,0,6,56,50,0.893,3.05,0,0.2,118,0,0,0,,,0,0,0,0,mckenmi01,2011
70,Chris Mason,34,ATL,33,27,13,13,3,95,882,787,0.892,3.39,1,3.1,1682,9,0.333,6,124,-18.16,0,0,0,4,masonch02,2011
71,Jonas Gustavsson,26,TOR,23,21,6,13,2,68,620,552,0.89,3.28,0,2.1,1242,6,0.286,4,126,-13.99,0,0,0,0,gustajo01,2011
72,Nikolai Khabibulin,38,EDM,47,46,10,32,4,153,1389,1236,0.89,3.4,2,4.5,2701,15,0.326,12,126,-32,0,0,0,12,khabini01,2011
73,Patrick Lalime,36,BUF,7,4,0,5,0,18,163,145,0.89,2.96,0,0.5,365,0,0,1,,,0,1,1,0,lalimpa01,2011
74,Michael Leighton,29,PHI,1,1,1,0,0,4,36,32,0.889,4.01,0,0.1,60,0,0,0,,,0,0,0,0,leighmi01,2011
75,Robin Lehner,19,OTT,8,5,1,4,0,20,178,158,0.888,3.52,0,0.5,341,1,0.2,2,,,0,0,0,2,lehnero01,2011
76,Rick DiPietro,29,NYI,26,25,8,14,4,88,773,685,0.886,3.44,1,2.2,1533,9,0.36,7,131,-20.66,0,1,1,25,dipieri01,2011
77,Ty Conklin,34,STL,25,20,8,8,4,69,582,513,0.881,3.22,2,1.3,1285,6,0.3,7,136,-18.3,0,0,0,4,conklty01,2011
78,Mark Dekanich,24,NSH,1,0,0,0,0,3,25,22,0.88,3.6,0,0.1,50,0,,0,,,0,0,0,0,dekanma01,2011
79,Justin Peters,24,CAR,12,8,3,5,1,43,343,300,0.875,3.98,0,0.5,648,3,0.375,1,144,-13.12,0,0,0,4,peterju01,2011
80,Mikko Koskinen,22,NYI,4,4,2,1,0,15,118,103,0.873,4.33,0,0.1,208,2,0.5,2,,,0,0,0,0,koskimi01,2011
81,Peter Mannino,26,ATL,2,0,0,0,0,5,36,31,0.861,4.12,0,0,73,0,,0,,,0,0,0,0,mannipe01,2011
82,Jacob Markström,21,FLA,1,0,0,1,0,2,14,12,0.857,3.01,0,0,40,0,,0,,,0,0,0,0,marksja02,2011
83,Mike Brodeur,27,OTT,4,1,0,1,0,7,42,35,0.833,4.34,0,-0.1,97,0,0,1,,,0,0,0,0,brodemi01,2011
84,David LeNeveu,27,CBJ,1,0,0,0,0,2,12,10,0.833,6,0,0,20,0,,0,,,0,0,0,0,lenevda01,2011
85,Chad Johnson,24,NYR,1,0,0,0,0,2,11,9,0.818,6,0,-0.1,20,0,,0,,,0,0,0,0,johnsch02,2011
86,Thomas McCollum,21,DET,1,0,0,0,0,3,8,5,0.625,12.31,0,-0.2,15,0,,0,,,0,0,0,0,mccolth01,2011
87,Timo Pielmeier,21,ANA,1,0,0,0,0,5,12,7,0.583,7.5,0,-0.4,40,0,,0,,,0,0,0,0,pielmti01,2011
1,Brian Foster,24,FLA,1,0,0,0,0,0,1,1,1,0,0,0,5,0,,0,,,0,0,0,0,fostebr01,2012
2,Peter Mannino,27,WPG,1,0,0,0,0,0,4,4,1,0,0,0.1,20,0,,0,,,0,0,0,0,mannipe01,2012
3,Mike Murphy,23,CAR,2,0,0,1,0,0,9,9,1,0,0,0.1,36,0,,0,,,0,0,0,0,murphmi02,2012
4,Anton Khudobin,25,BOS,1,1,1,0,0,1,45,44,0.978,1,0,0.6,60,1,1,0,,,0,0,0,0,khudoan01,2012
5,Drew MacIntyre,28,BUF,2,0,0,0,0,1,18,17,0.944,1.38,0,0.2,43,0,,0,,,0,0,0,0,macindr01,2012
6,Curtis McElhinney,28,PHX,2,1,1,0,0,2,36,34,0.944,1.67,0,0.4,72,1,1,0,,,0,0,0,0,mcelhcu01,2012
7,Brian Elliott,26,STL,38,36,23,10,4,58,972,914,0.94,1.56,9,9,2235,28,0.778,1,69,26.04,0,0,0,0,elliobr01,2012
8,Cory Schneider,25,VAN,33,28,20,8,1,60,945,885,0.937,1.96,3,8.4,1833,20,0.714,2,73,21.71,0,2,2,0,schneco01,2012
9,Robin Lehner,20,OTT,5,5,3,2,0,10,154,144,0.935,2.01,1,1.3,299,4,0.8,0,,,0,0,0,0,lehnero01,2012
10,Justin Peters,25,CAR,7,6,2,3,2,16,233,217,0.931,2.48,1,1.9,387,5,0.833,0,,,0,0,0,0,peterju01,2012
11,Henrik Lundqvist*,29,NYR,62,62,39,18,5,123,1753,1630,0.93,1.97,8,14.1,3754,40,0.645,3,81,28.57,0,2,2,4,lundqhe01,2012
12,Mike Smith,29,PHX,67,67,38,18,10,144,2066,1922,0.93,2.21,8,16.7,3903,42,0.627,9,81,34.63,0,2,2,16,smithmi01,2012
13,Jonathan Quick,26,LAK,69,68,35,21,13,133,1863,1730,0.929,1.95,10,14.7,4099,43,0.632,8,83,28.08,0,2,2,6,quickjo01,2012
14,Tuukka Rask,24,BOS,23,22,11,8,3,44,621,577,0.929,2.05,3,4.9,1289,13,0.591,4,82,9.69,0,0,0,2,rasktu01,2012
15,Jaroslav Halák,26,STL,46,46,26,12,7,90,1211,1121,0.926,1.97,6,9.1,2747,29,0.63,5,86,14.71,0,0,0,0,halakja01,2012
16,Jacob Markström,22,FLA,7,6,2,4,1,17,222,205,0.923,2.66,0,1.6,383,3,0.5,0,,,0,0,0,0,marksja02,2012
17,Pekka Rinne,29,NSH,73,72,43,18,8,166,2153,1987,0.923,2.39,5,15.5,4169,44,0.611,10,89,20.15,0,5,5,0,rinnepe01,2012
18,Matt Hackett,21,MIN,12,7,3,6,0,22,282,260,0.922,2.38,0,2,556,3,0.429,2,,,0,0,0,0,hackema01,2012
19,Braden Holtby,22,WSH,7,6,4,2,1,15,192,177,0.922,2.5,1,1.4,361,3,0.5,1,,,0,0,0,0,holtbbr01,2012
20,Kari Lehtonen,28,DAL,59,59,32,22,4,136,1739,1603,0.922,2.33,4,12.3,3497,36,0.61,7,90,14.36,0,3,3,0,lehtoka01,2012
21,Miikka Kiprusoff,35,CGY,70,68,35,22,11,162,2040,1878,0.921,2.35,4,14.1,4128,40,0.588,6,92,14.38,0,0,0,0,kiprumi01,2012
22,Jimmy Howard,27,DET,57,57,35,17,4,119,1496,1377,0.92,2.12,6,10.3,3360,35,0.614,8,92,10.35,0,1,1,6,howarja02,2012
23,Tim Thomas,37,BOS,59,55,35,19,1,132,1659,1527,0.92,2.36,5,11.5,3352,30,0.545,3,92,11.44,0,1,1,0,thomati01,2012
24,Allen York,22,CBJ,11,5,3,2,0,16,199,183,0.92,2.3,0,1.4,417,3,0.6,0,,,0,0,0,0,yorkal01,2012
25,Niklas Bäckström,33,MIN,46,45,19,18,7,105,1299,1194,0.919,2.43,4,8.8,2590,24,0.533,8,93,7.31,0,2,2,2,backsni01,2012
26,Jean-Sébastien Giguère,34,COL,32,30,15,11,3,69,850,781,0.919,2.28,2,5.7,1820,19,0.633,4,94,4.49,0,0,0,2,gigueje01,2012
27,Roberto Luongo*,32,VAN,55,54,31,14,8,127,1577,1450,0.919,2.41,5,10.7,3162,32,0.593,7,93,9.35,0,1,1,4,luongro01,2012
28,Johan Hedberg,38,NJD,27,23,17,7,2,59,718,659,0.918,2.22,4,4.7,1591,12,0.522,1,95,3.08,0,0,0,2,hedbejo01,2012
29,Jhonas Enroth,23,BUF,26,22,8,11,4,63,756,693,0.917,2.7,1,4.9,1399,15,0.682,4,96,2.37,0,0,0,2,enrotjh01,2012
30,Josh Harding,27,MIN,34,30,13,12,4,81,981,900,0.917,2.62,2,6.4,1855,18,0.6,4,95,3.82,0,0,0,0,hardijo01,2012
31,José Théodore,35,FLA,53,51,22,16,11,125,1502,1377,0.917,2.46,3,9.7,3049,32,0.627,6,96,4.87,0,0,0,2,theodjo01,2012
32,Tomáš Vokoun,35,WSH,48,46,25,17,2,108,1299,1191,0.917,2.51,4,8.4,2583,23,0.5,8,96,4.31,0,2,2,4,vokouto01,2012
33,Ryan Miller,31,BUF,61,60,31,21,7,150,1788,1638,0.916,2.54,6,11.4,3536,33,0.55,7,97,4.59,0,0,0,0,millery01,2012
34,Carey Price,24,MTL,65,65,26,28,11,160,1914,1754,0.916,2.43,4,12.3,3944,35,0.538,8,97,5.49,0,2,2,6,priceca01,2012
35,Thomas Greiss,26,SJS,19,14,9,7,1,40,472,432,0.915,2.3,0,3,1043,7,0.5,2,98,0.81,0,0,0,2,greisth01,2012
36,Antti Niemi,28,SJS,68,68,34,22,9,159,1865,1706,0.915,2.42,6,11.6,3936,36,0.529,9,99,2.25,0,0,0,2,niemian02,2012
37,Cam Ward,27,CAR,68,68,30,23,13,182,2143,1961,0.915,2.74,5,13.4,3988,38,0.559,10,98,3.29,1,0,1,4,wardca01,2012
38,Craig Anderson,30,OTT,63,60,33,22,6,165,1917,1752,0.914,2.83,3,11.7,3492,34,0.567,9,100,0.75,0,4,4,4,andercr01,2012
39,Devan Dubnyk,25,EDM,47,42,20,20,3,118,1380,1262,0.914,2.67,2,8.5,2653,23,0.548,6,99,1.32,0,1,1,0,dubnyde01,2012
40,Evgeni Nabokov,36,NYI,42,41,19,18,3,101,1172,1071,0.914,2.55,2,7.2,2378,23,0.561,8,100,0.33,0,0,0,6,nabokev01,2012
41,Peter Budaj,29,MTL,17,17,5,7,5,44,508,464,0.913,2.55,0,3.1,1037,8,0.471,0,100,-0.08,0,3,3,2,budajpe01,2012
42,Scott Clemmensen,34,FLA,30,25,14,6,6,67,773,706,0.913,2.57,1,4.7,1566,16,0.64,5,100,-0.16,0,1,1,0,clemmsc01,2012
43,Marc-André Fleury,27,PIT,67,64,42,17,4,153,1768,1615,0.913,2.36,3,10.7,3896,36,0.563,7,100,-0.13,0,2,2,4,fleurma01,2012
44,Semyon Varlamov,23,COL,53,52,26,24,3,136,1564,1428,0.913,2.59,4,9.4,3151,28,0.538,10,101,-0.77,0,1,1,2,varlasi01,2012
45,Leland Irving,23,CGY,7,7,1,3,3,21,239,218,0.912,3.19,0,1.4,394,5,0.714,1,,,0,0,0,0,irvinle01,2012
46,Jason LaBarbera,32,PHX,19,14,3,9,3,43,486,443,0.912,2.54,0,2.8,1015,8,0.571,1,102,-0.98,0,0,0,2,labarja01,2012
47,Anders Lindbäck,23,NSH,16,10,5,8,0,32,364,332,0.912,2.42,0,2.1,792,5,0.5,2,102,-0.53,0,1,1,0,lindban01,2012
48,Joey MacDonald,31,DET,14,12,8,5,1,29,330,301,0.912,2.16,0,1.9,806,5,0.417,1,102,-0.47,0,0,0,0,macdojo01,2012
49,Dan Ellis,31,ANA,10,5,1,5,0,19,214,195,0.911,2.72,0,1.2,419,1,0.2,1,,,0,1,1,0,ellisda01,2012
50,Anders Nilsson,21,NYI,4,3,1,2,0,10,112,102,0.911,2.75,1,0.6,218,2,0.667,0,,,0,0,0,0,nilssan01,2012
51,Curtis Sanford,32,CBJ,36,32,10,18,4,86,971,885,0.911,2.6,1,5.7,1983,18,0.563,6,102,-2.05,0,0,0,0,sanfocu01,2012
52,Richard Bachman,24,DAL,18,15,8,5,1,43,477,434,0.91,2.77,1,2.7,933,9,0.6,2,104,-1.76,0,1,1,0,bachmri01,2012
53,Jonas Hiller,29,ANA,73,72,29,30,12,182,2021,1839,0.91,2.57,4,11.4,4253,39,0.542,14,104,-7.26,0,1,1,0,hillejo01,2012
54,Nikolai Khabibulin,39,EDM,40,40,12,20,7,100,1114,1014,0.91,2.65,2,6.3,2261,20,0.5,6,104,-3.68,0,0,0,0,khabini01,2012
55,Jonathan Bernier,23,LAK,16,13,5,6,2,35,383,348,0.909,2.36,1,2.1,890,6,0.462,1,106,-1.88,0,0,0,0,bernijo01,2012
56,Ben Bishop,25,OTT,10,9,3,3,2,22,243,221,0.909,2.48,0,1.4,532,5,0.556,1,,,0,0,0,2,bishobe01,2012
57,Ilya Bryzgalov,31,PHI,59,57,33,16,7,141,1554,1413,0.909,2.48,6,8.6,3415,32,0.561,14,105,-6.64,0,2,2,4,bryzgil01,2012
58,Martin Brodeur*,39,NJD,59,59,31,21,4,136,1472,1336,0.908,2.41,3,7.9,3392,29,0.492,11,107,-8.73,0,4,4,2,brodema01,2012
59,Kevin Poulin,21,NYI,6,6,2,4,0,15,162,147,0.907,3.04,0,0.9,296,2,0.333,1,,,0,1,1,0,poulike01,2012
60,Ondřej Pavelec,24,WPG,68,67,29,28,9,191,2036,1845,0.906,2.91,4,10.6,3932,35,0.522,12,108,-14.96,0,2,2,0,pavelon01,2012
61,Martin Biron,34,NYR,21,20,12,6,2,50,519,469,0.904,2.46,2,2.5,1220,7,0.35,4,111,-5.13,0,3,3,0,bironma01,2012
62,Corey Crawford,27,CHI,57,55,30,17,7,146,1507,1361,0.903,2.72,0,7.3,3218,27,0.491,13,112,-15.7,0,0,0,0,crawfco01,2012
63,Jeff Deslauriers,27,ANA,4,4,3,1,0,11,113,102,0.903,2.74,0,0.5,241,2,0.5,0,,,0,0,0,0,drouije01,2012
64,Michal Neuvirth,23,WSH,38,30,13,13,5,95,976,881,0.903,2.82,3,4.7,2020,15,0.5,4,113,-10.61,0,1,1,2,neuvimi01,2012
65,Ben Scrivens,25,TOR,12,11,4,5,2,35,359,324,0.903,3.13,0,1.7,672,5,0.455,1,113,-3.96,0,0,0,4,scrivbe01,2012
66,Jonas Gustavsson,27,TOR,42,36,17,17,4,112,1147,1035,0.902,2.92,4,5.4,2301,14,0.389,2,113,-12.83,0,1,1,4,gustajo01,2012
67,Mathieu Garon,34,TBL,48,44,23,16,4,118,1191,1073,0.901,2.85,1,5.4,2484,20,0.455,7,115,-15.02,0,2,2,0,garonma01,2012
68,Ray Emery,29,CHI,34,27,15,9,4,83,834,751,0.9,2.81,0,3.8,1774,12,0.444,5,115,-10.89,0,1,1,2,emeryra01,2012
69,Henrik Karlsson,28,CGY,9,7,1,4,2,24,239,215,0.9,3.17,0,1.1,454,2,0.286,1,,,0,0,0,0,karlshe01,2012
70,James Reimer,23,TOR,34,34,14,14,4,97,974,877,0.9,3.1,3,4.4,1879,13,0.382,9,115,-12.79,0,0,0,0,reimeja01,2012
71,Sergei Bobrovsky,23,PHI,29,25,14,10,2,78,769,691,0.899,3.02,0,3.3,1550,11,0.44,5,117,-11.51,0,0,0,0,bobrose01,2012
72,Chris Mason,35,WPG,20,15,8,7,1,43,422,379,0.898,2.59,2,1.8,995,6,0.4,3,118,-6.51,0,0,0,0,masonch02,2012
73,Andrew Raycroft,31,DAL,10,8,2,8,0,31,303,272,0.898,3.51,0,1.3,529,3,0.375,2,,,0,0,0,0,raycran01,2012
74,Steve Mason,23,CBJ,46,45,16,26,3,143,1355,1212,0.894,3.39,1,5.1,2534,19,0.422,15,122,-25.84,0,2,2,2,masonst01,2012
75,Al Montoya,26,NYI,31,26,9,11,5,89,832,743,0.893,3.11,0,3,1720,13,0.5,8,124,-17.06,0,0,0,2,montoal01,2012
76,Dwayne Roloson,42,TBL,40,31,13,16,3,128,1126,998,0.886,3.66,1,3.2,2099,9,0.29,9,131,-30.64,0,0,0,6,rolosdw01,2012
77,Alex Auld,31,OTT,14,8,2,4,2,36,310,274,0.884,3.35,0,0.8,645,2,0.25,2,,,0,0,0,0,auldal01,2012
78,Ty Conklin,35,DET,15,13,5,6,1,44,378,334,0.884,3.28,1,0.9,805,5,0.385,4,135,-11.32,0,1,1,0,conklty01,2012
